Timestep;Price;HV_LOAD;beta_co;beta_gc;Input_D_LV_MED;Input_D_MV_LOAD;Input_D_LV_HIGH;Input_D_LV_LOW;Total_Input_Demand;lambda_EOM_cap_LV_MED;E_EOM_LV_MED;lambda_EOM_0_LV_MED;D_EOM_cap_LV_MED;lambda_EOM_cap_MV_LOAD;E_EOM_MV_LOAD;lambda_EOM_0_MV_LOAD;D_EOM_cap_MV_LOAD;lambda_EOM_cap_LV_HIGH;E_EOM_LV_HIGH;lambda_EOM_0_LV_HIGH;D_EOM_cap_LV_HIGH;lambda_EOM_cap_LV_LOW;E_EOM_LV_LOW;lambda_EOM_0_LV_LOW;D_EOM_cap_LV_LOW;G_WindOnshore;G_Baseload;G_MidMerit;G_Peak;C_MidMerit;C_Baseload;C_Peak;C_WindOnshore;G_LV_MED;G_MV_LOAD;G_LV_HIGH;G_LV_LOW;ENS_LV_MED;ENS_MV_LOAD;ENS_LV_HIGH;ENS_LV_LOW;D_LV_MED;D_MV_LOAD;D_LV_HIGH;D_LV_LOW;D_elastic_LV_MED;D_elastic_MV_LOAD;D_elastic_LV_HIGH;D_elastic_LV_LOW;ENS_involuntary_LV_MED;ENS_involuntary_MV_LOAD;ENS_involuntary_LV_HIGH;ENS_involuntary_LV_LOW;PV_LV_MED;PV_MV_LOAD;PV_LV_HIGH;PV_LV_LOW;PV_Total;Total_ENS;Consumer_Demand;Total_Demand;λ_cCM;C_system_total;C_cCM_vol;C_cCM_MidMerit;C_cCM_Baseload;C_cCM_Peak;C_cCM_WindOnshore
11.0;0.15351;1.47439;0.8;0.8;1.5;4.75;3.66;0.198;10.108;2.0;-4.99968;7.62464;1.125;1.0;-0.74831;3.66587;3.5625;1.2;-1.18128;4.44261;2.745;2.5;-47.69659;9.58294;0.1485;0.153;6.00825;3.6312;1.59512;3.63123;6.00829;2.3233;4.5;-1.44932;-4.64869;-3.63089;-0.1842;0.0;0.0;0.0;0.0;1.49432;4.69369;3.63089;0.1977;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.045;0.045;0.0;0.0135;0.1035;0.0;10.0166;11.49099;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
12.0;0.15415;1.61717;0.8;0.8;1.26;4.95;3.99;0.231;10.431;2.0;-5.952;7.62464;0.945;1.0;-0.71808;3.66587;3.7125;1.2;-1.08358;4.44261;2.9925;2.5;-40.88279;9.58294;0.17325;0.135;6.00825;3.6312;1.93517;3.63123;6.00829;2.3233;4.5;-1.15012;-4.78543;-3.95768;-0.19913;0.0;0.0;0.0;0.0;1.25512;4.89043;3.95768;0.23063;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.105;0.105;0.0;0.0315;0.2415;0.0;10.33386;11.95103;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
13.0;0.15413;1.33986;0.8;0.8;1.5;5.35;3.99;0.264;11.104;2.0;-4.99968;7.62464;1.125;1.0;-0.66439;3.66587;4.0125;1.2;-1.08358;4.44261;2.9925;2.5;-35.77244;9.58294;0.198;0.09;6.00825;3.6312;2.26762;3.63123;6.00829;2.3233;4.5;-1.3442;-5.13565;-3.9577;-0.21858;0.0;0.0;0.0;0.0;1.4942;5.28565;3.9577;0.26358;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15;0.15;0.0;0.045;0.345;0.0;11.00111;12.34098;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
14.0;0.15436;1.43779;0.8;0.8;1.86;5.055;3.69;0.33;10.935;2.0;-4.032;7.62464;1.395;1.0;-0.70316;3.66587;3.79125;1.2;-1.17168;4.44261;2.7675;2.5;-28.61795;9.58294;0.2475;0.045;6.00825;3.6312;2.17579;3.63123;6.00829;2.3233;4.5;-1.67275;-4.81387;-3.65993;-0.27546;0.0;0.0;0.0;0.0;1.85275;4.99387;3.65993;0.32946;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18;0.18;0.0;0.054;0.414;0.0;10.836;12.2738;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
15.0;0.15259;1.2599;0.8;0.8;1.5;4.95;3.36;0.198;10.008;2.0;-4.99968;7.62464;1.125;1.0;-0.71808;3.66587;3.7125;1.2;-1.28675;4.44261;2.52;2.5;-47.69659;9.58294;0.1485;0.0675;6.00825;3.6312;1.12684;3.63123;6.00829;2.3233;4.5;-1.34451;-4.74261;-3.334;-0.15272;0.0;0.0;0.0;0.0;1.49451;4.89261;3.334;0.19772;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15;0.15;0.0;0.045;0.345;0.0;9.91883;11.17873;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
16.0;0.15435;1.23028;0.8;0.8;1.26;4.95;4.5;0.198;10.908;2.0;-5.952;7.62464;0.945;1.0;-0.71808;3.66587;3.7125;1.2;-0.96077;4.44261;3.375;2.5;-47.69659;9.58294;0.1485;0.045;6.00825;3.6312;2.07627;3.63123;6.00829;2.3233;4.5;-1.13509;-4.77016;-4.46334;-0.16168;0.0;0.0;0.0;0.0;1.25509;4.89016;4.46334;0.19768;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12;0.12;0.0;0.036;0.276;0.0;10.80626;12.03654;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
17.0;0.25093;1.27699;0.8;0.8;3.0;4.95;2.85;0.51;11.31;2.0;-2.49984;7.62464;2.25;1.0;-0.71808;3.66587;3.7125;1.2;-1.51701;4.44261;2.1375;2.5;-18.5175;9.58294;0.3825;0.045;6.00828;3.63123;2.3233;3.63123;6.00829;2.3233;4.5;-2.84467;-4.65066;-2.76312;-0.47246;0.0;0.0;0.0;0.0;2.94967;4.75566;2.76312;0.50396;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.105;0.105;0.0;0.0315;0.2415;0.0;10.97241;12.2494;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
18.0;0.85872;1.52749;0.8;0.8;3.6;4.75;2.31;1.98;12.64;2.0;-2.0832;7.62464;2.7;1.0;-0.74831;3.66587;3.5625;1.2;-1.87164;4.44261;1.7325;2.5;-4.76966;9.58294;1.485;0.135;6.00829;3.63123;2.3233;3.63123;6.00829;2.3233;4.5;-3.17285;-3.6763;-1.91484;-1.80661;0.0;0.0;0.0;0.0;3.24785;3.7513;1.91484;1.82911;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.075;0.075;0.0;0.0225;0.1725;0.0;10.7431;12.27059;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
19.0;0.62895;1.58603;0.8;0.8;2.58;4.955;2.97;1.368;11.873;2.0;-2.90679;7.62464;1.935;1.0;-0.71735;3.66587;3.71625;1.2;-1.45572;4.44261;2.2275;2.5;-6.90345;9.58294;1.026;0.18;6.00829;3.63123;2.3233;3.63123;6.00829;2.3233;4.5;-2.40667;-4.2335;-2.61978;-1.29703;0.0;0.0;0.0;0.0;2.40667;4.2335;2.61978;1.29703;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.55699;12.14302;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
20.0;0.45646;1.34556;0.8;0.8;3.3;4.055;3.33;0.99;11.675;2.0;-2.27258;7.62464;2.475;1.0;-0.87657;3.66587;3.04125;1.2;-1.29834;4.44261;2.4975;2.5;-9.53932;9.58294;0.7425;0.225;6.00828;3.63123;2.3233;3.63123;6.00829;2.3233;4.5;-3.1542;-3.66133;-3.07018;-0.95672;0.0;0.0;0.0;0.0;3.1542;3.66133;3.07018;0.95672;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.84243;12.18799;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
21.0;0.15299;1.22179;0.8;0.8;2.7;3.85;2.55;0.99;10.09;2.0;-2.7776;7.62464;2.025;1.0;-0.92324;3.66587;2.8875;1.2;-1.69548;4.44261;1.9125;2.5;-9.53932;9.58294;0.7425;0.27;6.00825;3.6312;1.32587;3.63123;6.00829;2.3233;4.5;-2.68997;-3.80493;-2.53003;-0.98854;0.0;0.0;0.0;0.0;2.68997;3.80493;2.53003;0.98854;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.01347;11.23525;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
22.0;0.10486;1.05882;0.8;0.8;2.4;4.054;1.65;0.33;8.434;2.0;-3.1248;7.62464;1.8;1.0;-0.87679;3.66587;3.0405;1.2;-2.62029;4.44261;1.2375;2.5;-28.61795;9.58294;0.2475;0.315;6.00821;3.19026;0.0;3.63123;6.00829;2.3233;4.5;-2.40648;-4.06144;-1.65545;-0.33119;0.0;0.0;0.0;0.0;2.40648;4.06144;1.65545;0.33119;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.45456;9.51338;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
23.0;0.1016;1.0796;0.8;0.8;1.8;3.785;1.05;0.15;6.785;2.0;-4.1664;7.62464;1.35;1.0;-0.9391;3.66587;2.83875;1.2;-4.1176;4.44261;0.7875;2.5;-62.95949;9.58294;0.1125;0.315;6.00818;1.56236;0.0;3.63123;6.00829;2.3233;4.5;-1.80564;-3.79541;-1.05426;-0.15059;0.0;0.0;0.0;0.0;1.80564;3.79541;1.05426;0.15059;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.8059;7.8855;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
24.0;0.10014;1.21054;0.8;0.8;1.5;3.6;0.75;0.12;5.97;2.0;-4.99968;7.62464;1.125;1.0;-0.98736;3.66587;2.7;1.2;-5.76464;4.44261;0.5625;2.5;-78.69937;9.58294;0.09;0.36;6.00817;0.83258;0.0;3.63123;6.00829;2.3233;4.5;-1.505;-3.61138;-0.75329;-0.12049;0.0;0.0;0.0;0.0;1.505;3.61138;0.75329;0.12049;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.99016;7.2007;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
25.0;0.08678;1.28327;0.8;0.8;1.26;3.25;0.165;0.12;4.795;2.0;-5.952;7.62464;0.945;1.0;-1.09369;3.66587;2.4375;1.2;-26.20292;4.44261;0.12375;2.5;-78.69937;9.58294;0.09;1.395;4.71398;7.0e-5;0.0;3.63123;6.00829;2.3233;4.5;-1.26644;-3.27249;-0.16623;-0.12066;0.0;0.0;0.0;0.0;1.26644;3.27249;0.16623;0.12066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.82583;6.1091;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
26.0;0.08423;1.25792;0.8;0.8;0.27;3.26;0.165;0.06;3.755;2.0;-27.776;7.62464;0.2025;1.0;-1.09033;3.66587;2.445;1.2;-26.20292;4.44261;0.12375;2.5;-157.39874;9.58294;0.045;1.35;3.69088;6.0e-5;0.0;3.63123;6.00829;2.3233;4.5;-0.27147;-3.2849;-0.16633;-0.06035;0.0;0.0;0.0;0.0;0.27147;3.2849;0.16633;0.06035;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.78306;5.04097;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
27.0;0.08457;1.20004;0.8;0.8;0.24;3.41;0.165;0.09;3.905;2.0;-31.248;7.62464;0.18;1.0;-1.04237;3.66587;2.5575;1.2;-26.20292;4.44261;0.12375;2.5;-104.93249;9.58294;0.0675;1.305;3.8288;6.0e-5;0.0;3.63123;6.00829;2.3233;4.5;-0.2413;-3.43572;-0.16632;-0.09052;0.0;0.0;0.0;0.0;0.2413;3.43572;0.16632;0.09052;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.93385;5.1339;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
28.0;0.08401;1.19813;0.8;0.8;0.21;3.18;0.159;0.09;3.639;2.0;-35.712;7.62464;0.1575;1.0;-1.11776;3.66587;2.385;1.2;-27.19171;4.44261;0.11925;2.5;-104.93249;9.58294;0.0675;1.26;3.60449;6.0e-5;0.0;3.63123;6.00829;2.3233;4.5;-0.21115;-3.20448;-0.16029;-0.09052;0.0;0.0;0.0;0.0;0.21115;3.20448;0.16029;0.09052;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.66645;4.86459;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
29.0;0.08541;1.20884;0.8;0.8;0.15;3.75;0.33;0.09;4.32;2.0;-49.99681;7.62464;0.1125;1.0;-0.94786;3.66587;2.8125;1.2;-13.10146;4.44261;0.2475;2.5;-104.93249;9.58294;0.0675;1.395;4.16501;6.0e-5;0.0;3.63123;6.00829;2.3233;4.5;-0.15079;-3.77739;-0.33257;-0.09051;0.0;0.0;0.0;0.0;0.15079;3.77739;0.33257;0.09051;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.35127;5.56012;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
30.0;0.08852;1.27088;0.8;0.8;0.15;4.66;0.54;0.15;5.5;2.0;-49.99681;7.62464;0.1125;1.0;-0.76277;3.66587;3.495;1.2;-8.00645;4.44261;0.405;2.5;-62.95949;9.58294;0.1125;1.395;5.41106;8.0e-5;0.0;3.63123;6.00829;2.3233;4.5;-0.15073;-4.68996;-0.54382;-0.1508;0.0;0.0;0.0;0.0;0.15073;4.68996;0.54382;0.1508;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.53532;6.8062;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
31.0;0.10132;1.34344;0.8;0.8;0.3;5.4;1.5;0.39;7.59;2.0;-24.9984;7.62464;0.225;1.0;-0.65824;3.66587;4.05;1.2;-2.88232;4.44261;1.125;2.5;-24.21519;9.58294;0.2925;1.52999;6.00818;1.41927;0.0;3.63123;6.00829;2.3233;4.5;-0.30095;-5.41528;-1.50618;-0.39156;0.0;0.0;0.0;0.0;0.30095;5.41528;1.50618;0.39156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.61397;8.95741;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
32.0;0.10342;1.36522;0.8;0.8;0.54;4.78;2.55;0.84;8.71;2.0;-13.888;7.62464;0.405;1.0;-0.74362;3.66587;3.585;1.2;-1.69548;4.44261;1.9125;2.5;-11.24277;9.58294;0.63;1.61999;6.0082;2.47177;0.0;3.63123;6.00829;2.3233;4.5;-0.54156;-4.7907;-2.55926;-0.84317;0.0;0.0;0.0;0.0;0.54156;4.7907;2.55926;0.84317;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.73469;10.09992;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
33.0;0.10404;1.40152;0.8;0.8;0.9;4.77;2.82;0.54;9.03;2.0;-8.3328;7.62464;0.675;1.0;-0.74518;3.66587;3.5775;1.2;-1.53315;4.44261;2.115;2.5;-17.48875;9.58294;0.405;1.66499;6.0082;2.7826;0.0;3.63123;6.00829;2.3233;4.5;-0.90253;-4.77984;-2.82984;-0.542;0.0;0.0;0.0;0.0;0.90253;4.77984;2.82984;0.542;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.05421;10.45574;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
34.0;0.1049;1.47287;0.8;0.8;1.14;4.97;3.18;0.27;9.56;2.0;-6.57853;7.62464;0.855;1.0;-0.71519;3.66587;3.7275;1.2;-1.35959;4.44261;2.385;2.5;-34.9775;9.58294;0.2025;1.66499;6.00821;3.21084;0.0;3.63123;6.00829;2.3233;4.5;-1.06807;-4.90406;-3.19047;-0.24848;0.0;0.0;0.0;0.0;1.14307;4.97906;3.19047;0.27098;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.075;0.075;0.0;0.0225;0.1725;0.0;9.58358;11.05645;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
35.0;0.10328;1.4102;0.8;0.8;1.47;4.29;3.42;0.18;9.36;2.0;-5.10171;7.62464;1.1025;1.0;-0.82855;3.66587;3.2175;1.2;-1.26418;4.44261;2.565;2.5;-52.46625;9.58294;0.135;1.66499;6.0082;2.39984;0.0;3.63123;6.00829;2.3233;4.5;-1.15928;-3.98478;-3.43254;-0.08618;0.0;0.0;0.0;0.0;1.47428;4.29978;3.43254;0.18068;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.315;0.315;0.0;0.0945;0.7245;0.0;9.38728;10.79748;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
36.0;0.10347;1.31434;0.8;0.8;1.17;5.02;3.78;0.21;10.18;2.0;-6.40985;7.62464;0.8775;1.0;-0.70807;3.66587;3.765;1.2;-1.14378;4.44261;2.835;2.5;-44.97107;9.58294;0.1575;1.70999;6.0082;2.49424;0.0;3.63123;6.00829;2.3233;4.5;-0.60338;-4.46118;-3.79369;-0.03979;0.0;0.0;0.0;0.0;1.17338;5.03117;3.79369;0.21079;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.57;0.57;0.0;0.171;1.311;0.0;10.20904;11.52338;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
37.0;0.1037;1.15546;0.8;0.8;1.47;5.02;3.99;0.24;10.72;2.0;-5.10171;7.62464;1.1025;1.0;-0.70807;3.66587;3.765;1.2;-1.08358;4.44261;2.9925;2.5;-39.34968;9.58294;0.18;1.79999;6.0082;2.61398;0.0;3.63123;6.00829;2.3233;4.5;-0.8292;-4.38584;-4.00423;-0.0474;0.0;0.0;0.0;0.0;1.4742;5.03084;4.00423;0.2409;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.645;0.645;0.0;0.1935;1.4835;0.0;10.75017;11.90563;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
38.0;0.10374;1.32303;0.8;0.8;1.98;4.75;3.63;0.3;10.66;2.0;-3.78764;7.62464;1.485;1.0;-0.74831;3.66587;3.5625;1.2;-1.19104;4.44261;2.7225;2.5;-31.47975;9.58294;0.225;1.88999;6.0082;2.63128;0.0;3.63123;6.00829;2.3233;4.5;-1.34064;-4.11521;-3.64292;-0.10762;0.0;0.0;0.0;0.0;1.98564;4.76021;3.64292;0.30112;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.645;0.645;0.0;0.1935;1.4835;0.0;10.68989;12.01292;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
39.0;0.10158;1.22784;0.8;0.8;1.35;4.65;3.48;0.18;9.66;2.0;-5.5552;7.62464;1.0125;1.0;-0.76441;3.66587;3.4875;1.2;-1.24238;4.44261;2.61;2.5;-52.46625;9.58294;0.135;1.97999;6.00818;1.55159;0.0;3.63123;6.00829;2.3233;4.5;-0.75424;-4.06282;-3.49412;-0.00071;0.0;0.0;0.0;0.0;1.35424;4.66282;3.49412;0.18071;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.6;0.0;0.18;1.38;0.0;9.69189;10.91973;0.00277;16.46282;11.96281;3.63123;6.00829;2.3233;0.0
