Timestep;Price;HV_LOAD;beta_co;beta_gc;Input_D_LV_MED;Input_D_MV_LOAD;Input_D_LV_HIGH;Input_D_LV_LOW;Total_Input_Demand;lambda_EOM_cap_LV_MED;E_EOM_LV_MED;lambda_EOM_0_LV_MED;D_EOM_cap_LV_MED;lambda_EOM_cap_MV_LOAD;E_EOM_MV_LOAD;lambda_EOM_0_MV_LOAD;D_EOM_cap_MV_LOAD;lambda_EOM_cap_LV_HIGH;E_EOM_LV_HIGH;lambda_EOM_0_LV_HIGH;D_EOM_cap_LV_HIGH;lambda_EOM_cap_LV_LOW;E_EOM_LV_LOW;lambda_EOM_0_LV_LOW;D_EOM_cap_LV_LOW;G_WindOnshore;G_Baseload;G_MidMerit;G_Peak;C_MidMerit;C_Baseload;C_Peak;C_WindOnshore;G_LV_MED;G_MV_LOAD;G_LV_HIGH;G_LV_LOW;ENS_LV_MED;ENS_MV_LOAD;ENS_LV_HIGH;ENS_LV_LOW;D_LV_MED;D_MV_LOAD;D_LV_HIGH;D_LV_LOW;D_elastic_LV_MED;D_elastic_MV_LOAD;D_elastic_LV_HIGH;D_elastic_LV_LOW;ENS_involuntary_LV_MED;ENS_involuntary_MV_LOAD;ENS_involuntary_LV_HIGH;ENS_involuntary_LV_LOW;PV_LV_MED;PV_MV_LOAD;PV_LV_HIGH;PV_LV_LOW;PV_Total;Total_ENS;Consumer_Demand;Total_Demand
11.0;0.15145;1.47439;1.0;1.0;1.5;4.75;3.66;0.198;10.108;2.0;-4.99968;7.62464;1.125;1.0;-0.74831;3.66587;3.5625;1.2;-1.18128;4.44261;2.745;2.5;-47.69659;9.58294;0.1485;0.153;6.06241;4.34001;0.83655;4.34005;6.06244;1.56043;4.5;-1.44973;-4.65146;-3.63264;-0.18424;0.0;0.0;0.0;0.0;1.49473;4.69646;3.63264;0.19774;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.045;0.045;0.0;0.0135;0.1035;0.0;10.02158;11.49597
12.0;0.15213;1.61717;1.0;1.0;1.26;4.95;3.99;0.231;10.431;2.0;-5.952;7.62464;0.945;1.0;-0.71808;3.66587;3.7125;1.2;-1.08358;4.44261;2.9925;2.5;-40.88279;9.58294;0.17325;0.135;6.06241;4.34002;1.17669;4.34005;6.06244;1.56043;4.5;-1.15046;-4.78826;-3.95955;-0.19918;0.0;0.0;0.0;0.0;1.25546;4.89326;3.95955;0.23068;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.105;0.105;0.0;0.0315;0.2415;0.0;10.33895;11.95612
13.0;0.15279;1.33986;1.0;1.0;1.5;5.35;3.99;0.264;11.104;2.0;-4.99968;7.62464;1.125;1.0;-0.66439;3.66587;4.0125;1.2;-1.08358;4.44261;2.9925;2.5;-35.77244;9.58294;0.198;0.09;6.06241;4.34002;1.50664;4.34005;6.06244;1.56043;4.5;-1.34447;-5.13768;-3.95894;-0.21862;0.0;0.0;0.0;0.0;1.49447;5.28768;3.95894;0.26362;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15;0.15;0.0;0.045;0.345;0.0;11.0047;12.34457
14.0;0.1526;1.43779;1.0;1.0;1.86;5.055;3.69;0.33;10.935;2.0;-4.032;7.62464;1.395;1.0;-0.70316;3.66587;3.79125;1.2;-1.17168;4.44261;2.7675;2.5;-28.61795;9.58294;0.2475;0.045;6.06241;4.34002;1.41638;4.34005;6.06244;1.56043;4.5;-1.67318;-4.81637;-3.66143;-0.27553;0.0;0.0;0.0;0.0;1.85318;4.99637;3.66143;0.32953;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18;0.18;0.0;0.054;0.414;0.0;10.84051;12.27831
15.0;0.15051;1.2599;1.0;1.0;1.5;4.95;3.36;0.198;10.008;2.0;-4.99968;7.62464;1.125;1.0;-0.71808;3.66587;3.7125;1.2;-1.28675;4.44261;2.52;2.5;-47.69659;9.58294;0.1485;0.0675;6.06241;4.34001;0.36829;4.34005;6.06244;1.56043;4.5;-1.34492;-4.74551;-3.33562;-0.15276;0.0;0.0;0.0;0.0;1.49492;4.89551;3.33562;0.19776;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15;0.15;0.0;0.045;0.345;0.0;9.92381;11.1837
16.0;0.15241;1.23028;1.0;1.0;1.26;4.95;4.5;0.198;10.908;2.0;-5.952;7.62464;0.945;1.0;-0.71808;3.66587;3.7125;1.2;-0.96077;4.44261;3.375;2.5;-47.69659;9.58294;0.1485;0.045;6.06241;4.34002;1.31772;4.34005;6.06244;1.56043;4.5;-1.13542;-4.77287;-4.46537;-0.16172;0.0;0.0;0.0;0.0;1.25542;4.89287;4.46537;0.19772;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12;0.12;0.0;0.036;0.276;0.0;10.81137;12.04165
17.0;0.25094;1.27699;1.0;1.0;3.0;4.95;2.85;0.51;11.31;2.0;-2.49984;7.62464;2.25;1.0;-0.71808;3.66587;3.7125;1.2;-1.51701;4.44261;2.1375;2.5;-18.5175;9.58294;0.3825;0.045;6.06242;4.34004;1.56042;4.34005;6.06244;1.56043;4.5;-2.84467;-4.65064;-2.76311;-0.47246;0.0;0.0;0.0;0.0;2.94967;4.75564;2.76311;0.50396;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.105;0.105;0.0;0.0315;0.2415;0.0;10.97237;12.24936
18.0;0.85838;1.52749;1.0;1.0;3.6;4.75;2.31;1.98;12.64;2.0;-2.0832;7.62464;2.7;1.0;-0.74831;3.66587;3.5625;1.2;-1.87164;4.44261;1.7325;2.5;-4.76966;9.58294;1.485;0.135;6.06243;4.34005;1.56043;4.34005;6.06244;1.56043;4.5;-3.17302;-3.67676;-1.91503;-1.80668;0.0;0.0;0.0;0.0;3.24802;3.75176;1.91503;1.82918;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.075;0.075;0.0;0.0225;0.1725;0.0;10.74398;12.27148
19.0;0.62875;1.58603;1.0;1.0;2.58;4.955;2.97;1.368;11.873;2.0;-2.90679;7.62464;1.935;1.0;-0.71735;3.66587;3.71625;1.2;-1.45572;4.44261;2.2275;2.5;-6.90345;9.58294;1.026;0.18;6.06243;4.34005;1.56043;4.34005;6.06244;1.56043;4.5;-2.40674;-4.23378;-2.61992;-1.29706;0.0;0.0;0.0;0.0;2.40674;4.23378;2.61992;1.29706;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.55751;12.14354
20.0;0.45636;1.34556;1.0;1.0;3.3;4.055;3.33;0.99;11.675;2.0;-2.27258;7.62464;2.475;1.0;-0.87657;3.66587;3.04125;1.2;-1.29834;4.44261;2.4975;2.5;-9.53932;9.58294;0.7425;0.225;6.06243;4.34005;1.56043;4.34005;6.06244;1.56043;4.5;-3.15425;-3.66145;-3.07027;-0.95673;0.0;0.0;0.0;0.0;3.15425;3.66145;3.07027;0.95673;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.8427;12.18825
21.0;0.15091;1.22179;1.0;1.0;2.7;3.85;2.55;0.99;10.09;2.0;-2.7776;7.62464;2.025;1.0;-0.92324;3.66587;2.8875;1.2;-1.69548;4.44261;1.9125;2.5;-9.53932;9.58294;0.7425;0.27;6.06241;4.34001;0.56679;4.34005;6.06244;1.56043;4.5;-2.69072;-3.80719;-2.53126;-0.98875;0.0;0.0;0.0;0.0;2.69072;3.80719;2.53126;0.98875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.01791;11.2397
22.0;0.10384;1.05882;1.0;1.0;2.4;4.054;1.65;0.33;8.434;2.0;-3.1248;7.62464;1.8;1.0;-0.87679;3.66587;3.0405;1.2;-2.62029;4.44261;1.2375;2.5;-28.61795;9.58294;0.2475;0.315;6.06235;3.13781;1.0e-5;4.34005;6.06244;1.56043;4.5;-2.40681;-4.0626;-1.65584;-0.33123;0.0;0.0;0.0;0.0;2.40681;4.0626;1.65584;0.33123;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.45647;9.51529
23.0;0.10058;1.0796;1.0;1.0;1.8;3.785;1.05;0.15;6.785;2.0;-4.1664;7.62464;1.35;1.0;-0.9391;3.66587;2.83875;1.2;-4.1176;4.44261;0.7875;2.5;-62.95949;9.58294;0.1125;0.315;6.06233;1.50966;1.0e-5;4.34005;6.06244;1.56043;4.5;-1.80589;-3.79649;-1.0545;-0.15061;0.0;0.0;0.0;0.0;1.80589;3.79649;1.0545;0.15061;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.8075;7.8871
24.0;0.09912;1.21054;1.0;1.0;1.5;3.6;0.75;0.12;5.97;2.0;-4.99968;7.62464;1.125;1.0;-0.98736;3.66587;2.7;1.2;-5.76464;4.44261;0.5625;2.5;-78.69937;9.58294;0.09;0.36;6.06231;0.77972;1.0e-5;4.34005;6.06244;1.56043;4.5;-1.5052;-3.61241;-0.75347;-0.12051;0.0;0.0;0.0;0.0;1.5052;3.61241;0.75347;0.12051;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.99159;7.20213
25.0;0.08678;1.28327;1.0;1.0;1.26;3.25;0.165;0.12;4.795;2.0;-5.952;7.62464;0.945;1.0;-1.09369;3.66587;2.4375;1.2;-26.20292;4.44261;0.12375;2.5;-78.69937;9.58294;0.09;1.395;4.71398;7.0e-5;1.0e-5;4.34005;6.06244;1.56043;4.5;-1.26644;-3.27249;-0.16623;-0.12066;0.0;0.0;0.0;0.0;1.26644;3.27249;0.16623;0.12066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.82583;6.1091
26.0;0.08422;1.25792;1.0;1.0;0.27;3.26;0.165;0.06;3.755;2.0;-27.776;7.62464;0.2025;1.0;-1.09033;3.66587;2.445;1.2;-26.20292;4.44261;0.12375;2.5;-157.39874;9.58294;0.045;1.35;3.69087;6.0e-5;1.0e-5;4.34005;6.06244;1.56043;4.5;-0.27147;-3.28491;-0.16633;-0.06035;0.0;0.0;0.0;0.0;0.27147;3.28491;0.16633;0.06035;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.78306;5.04098
27.0;0.08457;1.20004;1.0;1.0;0.24;3.41;0.165;0.09;3.905;2.0;-31.248;7.62464;0.18;1.0;-1.04237;3.66587;2.5575;1.2;-26.20292;4.44261;0.12375;2.5;-104.93249;9.58294;0.0675;1.305;3.82879;6.0e-5;1.0e-5;4.34005;6.06244;1.56043;4.5;-0.2413;-3.43572;-0.16632;-0.09052;0.0;0.0;0.0;0.0;0.2413;3.43572;0.16632;0.09052;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.93386;5.1339
28.0;0.08401;1.19813;1.0;1.0;0.21;3.18;0.159;0.09;3.639;2.0;-35.712;7.62464;0.1575;1.0;-1.11776;3.66587;2.385;1.2;-27.19171;4.44261;0.11925;2.5;-104.93249;9.58294;0.0675;1.26;3.60449;6.0e-5;1.0e-5;4.34005;6.06244;1.56043;4.5;-0.21115;-3.20449;-0.16029;-0.09052;0.0;0.0;0.0;0.0;0.21115;3.20449;0.16029;0.09052;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.66645;4.86459
29.0;0.08541;1.20884;1.0;1.0;0.15;3.75;0.33;0.09;4.32;2.0;-49.99681;7.62464;0.1125;1.0;-0.94786;3.66587;2.8125;1.2;-13.10146;4.44261;0.2475;2.5;-104.93249;9.58294;0.0675;1.395;4.16501;6.0e-5;1.0e-5;4.34005;6.06244;1.56043;4.5;-0.15079;-3.7774;-0.33257;-0.09051;0.0;0.0;0.0;0.0;0.15079;3.7774;0.33257;0.09051;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.35128;5.56012
30.0;0.08855;1.27088;1.0;1.0;0.15;4.66;0.54;0.15;5.5;2.0;-49.99681;7.62464;0.1125;1.0;-0.76277;3.66587;3.495;1.2;-8.00645;4.44261;0.405;2.5;-62.95949;9.58294;0.1125;1.395;5.41128;8.0e-5;1.0e-5;4.34005;6.06244;1.56043;4.5;-0.15073;-4.68992;-0.54382;-0.1508;0.0;0.0;0.0;0.0;0.15073;4.68992;0.54382;0.1508;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.53528;6.80616
31.0;0.1003;1.34344;1.0;1.0;0.3;5.4;1.5;0.39;7.59;2.0;-24.9984;7.62464;0.225;1.0;-0.65824;3.66587;4.05;1.2;-2.88232;4.44261;1.125;2.5;-24.21519;9.58294;0.2925;1.53;6.06233;1.36696;1.0e-5;4.34005;6.06244;1.56043;4.5;-0.30099;-5.41683;-1.50653;-0.3916;0.0;0.0;0.0;0.0;0.30099;5.41683;1.50653;0.3916;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.61596;8.9594
32.0;0.1024;1.36522;1.0;1.0;0.54;4.78;2.55;0.84;8.71;2.0;-13.888;7.62464;0.405;1.0;-0.74362;3.66587;3.585;1.2;-1.69548;4.44261;1.9125;2.5;-11.24277;9.58294;0.63;1.62;6.06235;2.41958;1.0e-5;4.34005;6.06244;1.56043;4.5;-0.54164;-4.79207;-2.55987;-0.84326;0.0;0.0;0.0;0.0;0.54164;4.79207;2.55987;0.84326;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.73683;10.10205
33.0;0.10303;1.40152;1.0;1.0;0.9;4.77;2.82;0.54;9.03;2.0;-8.3328;7.62464;0.675;1.0;-0.74518;3.66587;3.5775;1.2;-1.53315;4.44261;2.115;2.5;-17.48875;9.58294;0.405;1.665;6.06235;2.73047;1.0e-5;4.34005;6.06244;1.56043;4.5;-0.90265;-4.78121;-2.8305;-0.54206;0.0;0.0;0.0;0.0;0.90265;4.78121;2.8305;0.54206;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.05642;10.45795
34.0;0.10388;1.47287;1.0;1.0;1.14;4.97;3.18;0.27;9.56;2.0;-6.57853;7.62464;0.855;1.0;-0.71519;3.66587;3.7275;1.2;-1.35959;4.44261;2.385;2.5;-34.9775;9.58294;0.2025;1.665;6.06235;3.15882;1.0e-5;4.34005;6.06244;1.56043;4.5;-1.06823;-4.90548;-3.19122;-0.2485;0.0;0.0;0.0;0.0;1.14323;4.98048;3.19122;0.271;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.075;0.075;0.0;0.0225;0.1725;0.0;9.58593;11.0588
35.0;0.10226;1.4102;1.0;1.0;1.47;4.29;3.42;0.18;9.36;2.0;-5.10171;7.62464;1.1025;1.0;-0.82855;3.66587;3.2175;1.2;-1.26418;4.44261;2.565;2.5;-52.46625;9.58294;0.135;1.665;6.06234;2.34777;1.0e-5;4.34005;6.06244;1.56043;4.5;-1.15948;-3.98601;-3.43334;-0.0862;0.0;0.0;0.0;0.0;1.47448;4.30101;3.43334;0.1807;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.315;0.315;0.0;0.0945;0.7245;0.0;9.38953;10.79974
36.0;0.10245;1.31434;1.0;1.0;1.17;5.02;3.78;0.21;10.18;2.0;-6.40985;7.62464;0.8775;1.0;-0.70807;3.66587;3.765;1.2;-1.14378;4.44261;2.835;2.5;-44.97107;9.58294;0.1575;1.71;6.06235;2.44242;1.0e-5;4.34005;6.06244;1.56043;4.5;-0.60354;-4.46261;-3.79458;-0.03981;0.0;0.0;0.0;0.0;1.17354;5.03261;3.79458;0.21081;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.57;0.57;0.0;0.171;1.311;0.0;10.21155;11.52589
37.0;0.10269;1.15546;1.0;1.0;1.47;5.02;3.99;0.24;10.72;2.0;-5.10171;7.62464;1.1025;1.0;-0.70807;3.66587;3.765;1.2;-1.08358;4.44261;2.9925;2.5;-39.34968;9.58294;0.18;1.8;6.06235;2.56225;1.0e-5;4.34005;6.06244;1.56043;4.5;-0.8294;-4.38727;-4.00517;-0.04742;0.0;0.0;0.0;0.0;1.4744;5.03227;4.00517;0.24092;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.645;0.645;0.0;0.1935;1.4835;0.0;10.75277;11.90823
38.0;0.10272;1.32303;1.0;1.0;1.98;4.75;3.63;0.3;10.66;2.0;-3.78764;7.62464;1.485;1.0;-0.74831;3.66587;3.5625;1.2;-1.19104;4.44261;2.7225;2.5;-31.47975;9.58294;0.225;1.89;6.06235;2.57946;1.0e-5;4.34005;6.06244;1.56043;4.5;-1.34091;-4.11657;-3.64378;-0.10765;0.0;0.0;0.0;0.0;1.98591;4.76157;3.64378;0.30115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.645;0.645;0.0;0.1935;1.4835;0.0;10.69241;12.01543
39.0;0.10056;1.22784;1.0;1.0;1.35;4.65;3.48;0.18;9.66;2.0;-5.5552;7.62464;1.0125;1.0;-0.76441;3.66587;3.4875;1.2;-1.24238;4.44261;2.61;2.5;-52.46625;9.58294;0.135;1.98;6.06233;1.49965;1.0e-5;4.34005;6.06244;1.56043;4.5;-0.75442;-4.06415;-3.49494;-0.00073;0.0;0.0;0.0;0.0;1.35442;4.66415;3.49494;0.18073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.6;0.0;0.18;1.38;0.0;9.69425;10.92209
40.0;0.09968;1.27443;1.0;1.0;1.32;4.81;2.76;0.18;9.07;2.0;-5.68146;7.62464;0.99;1.0;-0.73898;3.66587;3.6075;1.2;-1.56648;4.44261;2.07;2.5;-52.46625;9.58294;0.135;1.98;6.06232;1.05898;1.0e-5;4.34005;6.06244;1.56043;4.5;-0.76948;-4.27083;-2.77242;-0.01425;0.0;0.0;0.0;0.0;1.32448;4.82583;2.77242;0.18075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.555;0.555;0.0;0.1665;1.2765;0.0;9.10347;10.3779
41.0;0.10473;1.27381;1.0;1.0;3.06;5.14;2.55;0.48;11.23;2.0;-2.45082;7.62464;2.295;1.0;-0.69153;3.66587;3.855;1.2;-1.69548;4.44261;1.9125;2.5;-19.67484;9.58294;0.36;2.025;6.06236;3.58199;1.0e-5;4.34005;6.06244;1.56043;4.5;-2.69332;-4.77462;-2.55849;-0.36924;0.0;0.0;0.0;0.0;3.06832;5.14962;2.55849;0.48174;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.375;0.0;0.1125;0.8625;0.0;11.25817;12.53199
42.0;0.10578;1.45428;1.0;1.0;2.37;5.23;2.19;1.2;10.99;2.0;-3.16435;7.62464;1.7775;1.0;-0.67963;3.66587;3.9225;1.2;-1.97419;4.44261;1.6425;2.5;-7.86994;9.58294;0.9;2.025;6.06236;4.10613;1.0e-5;4.34005;6.06244;1.56043;4.5;-2.25611;-5.11824;-2.19676;-1.16822;0.0;0.0;0.0;0.0;2.37611;5.23824;2.19676;1.20422;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12;0.12;0.0;0.036;0.276;0.0;11.01533;12.46961
43.0;0.15169;1.44471;1.0;1.0;2.52;5.42;2.76;1.38;12.08;2.0;-2.976;7.62464;1.89;1.0;-0.65581;3.66587;4.065;1.2;-1.56648;4.44261;2.07;2.5;-6.84342;9.58294;1.035;2.07;6.06241;4.34001;0.95876;4.34005;6.06244;1.56043;4.5;-2.51107;-5.35854;-2.73922;-1.37815;0.0;0.0;0.0;0.0;2.51107;5.35854;2.73922;1.37815;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.98698;13.43169
